1672614277,103,661171
1672700467,118,1141799
1672786660,128,1258025
1672872854,135,1402375
1672959049,139,1548306
1673045246,141,1647280
1673131443,141,1651902
1673217642,138,1484757
1673303842,132,1309857
1673390044,123,1185296
1673476247,111,992850
1675033489,102,598773
1675119679,117,1127342
1675158491,140,1587956
1675205872,127,1243484
1675244688,141,1635929
1675292066,134,1372303
1675330886,140,1601680
1675378261,139,1544495
1675417085,137,1473404
1675464457,142,1696675
1675503286,131,1310873
1675550655,141,1646519
1675589488,122,1190861
1675636854,138,1514336
1675675692,109,940659
1675723054,132,1310502
1675809255,124,1195542
1675895458,112,1018707
1677232933,104,720246
1677319122,119,1156818
1677405314,129,1273849
1677452701,101,531471
1677491508,136,1432292
1677538891,116,1112816
1677577703,140,1589270
1677625084,126,1231767
1677663900,141,1637504
1677711278,134,1371627
1677750098,140,1586123
1677797473,139,1542335
1677836297,137,1479020
1677883669,141,1638733
1677922497,131,1316294
1677969867,141,1641739
1678008699,123,1206804
1678056065,138,1509257
1678094903,110,978235
1679652145,103,663489
1679738334,118,1145244
1679824526,128,1260593
1679910720,135,1402929
1679996915,139,1545245
1680083111,142,1692989
1680169309,141,1637143
1680255508,138,1499240
1680341709,131,1301335
1680427911,123,1192738
1680514115,110,983387
1682071357,102,602398
1682157546,117,1133537
1682243738,128,1262673
1682329932,135,1404642
1682416127,139,1546639
1682502323,141,1640104
1682588521,140,1588838
1682674720,137,1463299
1682760920,132,1322943
1682847122,124,1205531
1682933326,111,998113
1690190960,114,1075947
1690277165,98,293684
1692006779,134,1381091
1692092974,138,1514446
1692179170,141,1650876
1692265367,141,1646034
1692351566,138,1506048
1692437766,134,1374495
1692523968,125,1221542
1692610171,115,1095764
1692696377,99,379121
1694167418,97,198027
1694253607,113,1037717
1694339798,125,1225625
1694425991,133,1354242
1694512186,138,1511101
1694598382,140,1601539
1694684579,141,1650758
1694770778,138,1509013
1694856978,133,1351229
1694943179,126,1233474
1695029382,116,1113015
1695115588,100,458149
1696586630,96,101706
1696672819,112,1006908
1696759010,124,1189718
1696845203,133,1353566
1696892588,109,946487
1696931397,139,1550435
1696978779,122,1195993
1697017593,141,1647799
1697064972,132,1333845
1697103791,141,1651323
1697151167,137,1473376
1697189989,139,1555212
1697237363,140,1597734
1697323560,141,1647207
1697362390,127,1247050
1697409758,140,1596825
1697448594,116,1113237
1697495957,136,1437557
1697534799,101,531262
1697582158,129,1283816
1697668360,119,1163882
1697754564,105,776631
1699311800,109,916590
1699397991,122,1194332
1699484184,131,1311736
1699570379,137,1470853
1699656575,140,1594878
1699742772,141,1644295
1699828970,140,1594265
1699915169,136,1435676
1700001369,130,1292187
1700087571,120,1170105
1700173775,106,826820
1701731012,108,886825
1701817203,121,1158079
1701903396,130,1293317
1701989591,136,1436321
1702075787,140,1594274
1702161983,142,1697802
1702248181,140,1593245
1702334380,137,1468625
1702420581,130,1291364
1702506783,120,1169721
1702592987,106,822154
